county,city,zipcode,address,state,rent,latitude,longitude,cemetery_dist_miles,nationalhighway_miles,railline_miles,starbucks_miles,walmart_miles,hospital_miles,physician_dist_miles,dentist_dist_miles,opt_dist_miles,vet_dist_miles,farmers_miles,time,bed,bath,halfbath,sqft,property_type,garage,yearbuilt,pool,fireplace,patio,lotsize,Census_MedianIncome,CollegeGrads,WhiteCollar,Schools,Unemployment,EmploymentDiversity,Census_Vacancy,Crime_Rate,HomePrice
MONROE,STROUDSBURG,18360,2411 Woodcrest Dr,PA,1400,41.014084,-75.272711,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,4,2,1,2228,NA,0,1960,0,0,0,7706.927853,56279.55,20,66.43,54.9,6.2,3.62,3.48,0.9,158051
MONROE,EAST STROUDSBURG,18301,463 CRANBERRY RD,PA,950,41.01884,-75.254451,4.098046419,1.429027084,4.012568161,3.879828084,4.189934993,4.547977752,1.313628052,2.701351866,1.621021317,13.23604455,3.842720816,2015.25,1,1,1,1114,Condo,0,1960,0,1,0,2872.730796,71502.37,19,58.77,64.8,5.99,3.36,2.72,0.9,82025
MONROE,STROUDSBURG,18360,135 N 9th St,PA,700,40.986335,-75.200057,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,1,1,750,NA,0,1960,0,0,0,4233.498015,56279.55,20,66.43,54.9,6.2,3.62,3.48,0.9,158051
MONTGOMERY,POTTSTOWN,19464,1 W 3RD ST,PA,1400,40.252116,-75.652795,0.267962375,0.35373778,0.486225652,0.710211883,0.640149572,2.140826038,0.264752249,0.359236443,0.360337306,4.768904401,0.576330032,2015.75,2,2,1,1345,Duplex,0,1910,0,0,0,3850,48856.14,12,51.76,51.4,4,3.52,1.98,13.46580292,144386
MONTGOMERY,POTTSTOWN,19464,1501 WILSON ST,PA,1750,40.24552,-75.614017,0.352139638,0.112952924,0.59712604,2.250097106,2.735260882,0.105839481,0.173435174,0.741536885,0.247227588,6.863080317,1.754755055,2015.5,4,3,1,2160,SFR,1,1960,0,1,1,9000,57803.87,16,64.6,51.4,4,3.02,1.96,13.46580292,228526
MONTGOMERY,ROYERSFORD,19468,314 FOXCROFT CIR 3314,PA,1295,40.197632,-75.533341,0.554052332,0.11374752,0.753977048,2.058393836,7.952561524,2.073626357,0.302744929,0.441417423,0.302744929,11.92773577,4.41516849,2015.25,2,2,1,1186,SFR,0,1988,0,1,0,709.3333333,77500.58,27,75,80.5,4,3.56,1.12,1.5,147103
MONTGOMERY,NARBERTH,19072,323 N NARBERTH AVE,PA,1850,40.010696,-75.261692,1.416305817,1.01755759,1.55679862,0.866409018,6.92520346,1.532845108,0.060309059,0.209892536,0.356391653,1.747692559,1.599122835,2016.25,2,2,1,3612,Duplex,0,2003,0,1,1,8083,110111.35,55,90.12,77.3,3.99,3.35,1.61,0.7,386275
MONTGOMERY,CONSHOHOCKEN,19428,300 W ELM ST,PA,1500,40.073451,-75.310642,1.074829609,0.453558922,0.028370397,1.90089252,4.696737378,3.819905848,0.142398567,0.373971325,0.744329565,2.904986186,0.146619609,2015.75,1,1,1,825,Condo,0,2007,0,1,0,2872.730796,79439.08,38,78.7,70.9,4,3.57,3.52,1.3,158051
MONTGOMERY,COLLEGEVILLE,19426,575 W MAIN ST,PA,1495,40.200926,-75.47868,1.722485771,0.074861529,3.035968341,1.252282912,6.461675865,4.34979403,0.069914411,1.703486018,0.232836842,14.55716425,4.317666759,2015.75,2,2,1,1250,Condo,0,2014,0,0,0,2872.730796,110839.89,34,82,84.3,4,3.54,0.39,0,158051
MONTGOMERY,CONSHOHOCKEN,19428,228 E 11TH AVE,PA,1800,40.080449,-75.294486,0.253605136,0.726566486,0.700256749,1.011443548,4.558161632,4.306706412,0.225692934,0.607743315,0.29750177,2.9960404,0.83788966,2015.75,3,1,1,1503,SFR,1,1950,0,0,0,4436,79439.08,38,78.7,70.9,4,3.57,3.52,1.3,270850
MONTGOMERY,POTTSTOWN,19464,1136 SAGEVIEW DR,PA,1800,40.270597,-75.638128,0.198562604,0.446216474,1.906077994,0.874923591,1.797951552,2.245732249,0.521481592,0.521481592,0.919933091,5.478015231,1.839082684,2015.25,3,3,1,1800,Condo,1,1960,0,0,0,2306,57787.11,16,62.67,77.5,4,3.53,2.1,13.46580292,207608
MONTGOMERY,BALA CYNWYD,19004,"125,Montgomery Ave,",PA,1845,40.005725,-75.238667,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,2,1,1100,Condo,0,1960,0,0,0,3269.110436,112238.58,52,91.41,49.2,4,3.24,0.85,2,158051
MONTGOMERY,NORTH WALES,19454,200 S Main St Montgomery County,PA,1450,40.209717,-75.27562,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.75,3,2,1,1430,SFR,1,1960,0,0,0,3299.758347,88813.71,36,79.34,88.8,4,3.49,0.66,1.5,158051
MONTGOMERY,KING OF PRUSSIA,19406,220 CROOKED LN,PA,2100,40.094411,-75.348893,0.905533622,0.174507479,0.177958565,0.683477077,2.708340772,3.643083046,0.551252446,0.698013533,0.838497233,5.306010758,1.313817894,2015.25,4,2,1,2000,SFR,1,1948,0,0,1,13700,74254.53,39,81.18,86.7,4,3.57,2.22,2,268132
MONTGOMERY,LANSDALE,19446,52 OAKLAND AVE,PA,1600,40.231628,-75.270235,1.540433777,0.093568853,0.971353816,1.181134946,4.050069175,1.350362611,0.054093438,0.29511732,0.972811065,13.35331133,1.07888035,2015.75,3,2,2,1176,SFR,0,1960,0,0,1,6900,78756.59,33,75.33,87.5,4,3.51,1.24,1.9,215223
MONTGOMERY,LANSDALE,19446,1042 CHARTER OAKS DR,PA,3200,40.227624,-75.301502,0.706686406,0.365723482,1.254149756,1.439162592,4.728642109,2.270354918,0.258611698,0.224272151,0.916581161,13.115376,1.321273249,2015.5,4,3,1,3997,SFR,1,1960,0,1,1,2872.730796,78756.59,33,75.33,87.5,4,3.51,1.24,1.9,558562
MONTGOMERY,ABINGTON,19001,1100 TYSON AVE,PA,1000,40.121045,-75.132062,0.605367246,0.096731458,1.45276555,0.201699875,2.531506717,0.733698422,0.275371022,0.400756913,0.447044767,7.1440462,1.799337628,2015.5,1,1,1,750,NA,0,1960,0,0,0,2872.730796,69108.4,27,71.37,82.5,4,3.57,1.15,1.7,158051
MONTGOMERY,POTTSTOWN,19464,511 UPLAND ST,PA,1465,40.260618,-75.655931,0.396515138,0.103769839,0.96526875,0.302182551,0.63703498,2.509109642,0.361972842,0.563323935,0.629225025,4.532713335,1.176820769,2016.25,3,2,1,1736,Condo,0,1960,0,0,1,5322,48856.14,12,51.76,51.4,4,3.52,1.98,13.46580292,124394
MONTGOMERY,ABINGTON,19001,1111 Wilshire Boulevard,PA,2090,34.052788,-118.263749,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,707,NA,0,1960,0,1,0,2451.832827,69497.38,27,71.6,82.5,4,3.57,1.1,1.7,158051
MONTGOMERY,POTTSTOWN,19464,116 S EVANS ST,PA,1350,40.242569,-75.646254,0.753992825,0.169493978,0.211450799,1.379849878,1.259053368,1.724546386,0.153520374,0.38515111,0.32217836,5.260776891,0.170140723,2015.75,4,2,1,1746,SFR,0,1900,0,0,0,1305,23445.96,5,34.69,28.2,3.96,3.2,5.92,13.46580292,113230
MONTGOMERY,CONSHOHOCKEN,19428,200 W ELM ST,PA,1550,40.073657,-75.309896,1.036319095,0.461776008,0.065281672,1.863775615,4.733464409,3.83993747,0.113017255,0.33293395,0.705550311,2.895156206,0.104750255,2015.75,1,1,1,825,Condo,1,1960,0,0,0,2872.730796,79439.08,38,78.7,70.9,4,3.57,3.52,1.3,158051
MONTGOMERY,NORRISTOWN,19403,2916 MICHELE DR,PA,1650,40.151009,-75.335144,0.698470459,0.124899307,1.153627371,1.254053349,1.179939763,0.39581647,0.10509267,0.17309485,0.106006788,8.299746502,1.834499223,2015.5,3,1,1,1479,SFR,1,1960,0,0,1,9375,78924.78,31,77.08,85.8,4,3.59,1.35,0.966445074,230861
MONTGOMERY,CONSHOHOCKEN,19428,1100 E Hector St,PA,1873,40.07587,-75.28591,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,2,1,1083,Condo,0,1960,0,0,1,776.4137286,79439.08,38,78.7,70.9,4,3.57,3.52,1.3,158051
MONTGOMERY,COLLEGEVILLE,19426,550 CAMPUS DR,PA,1854,40.162819,-75.475382,1.742953392,0.078864932,2.361856657,3.541558324,4.544009969,3.38688822,0.114947614,0.646567549,1.83981263,13.4275057,3.005037233,2015.25,2,2,1,1245,Condo,0,1960,0,0,0,2872.730796,110839.89,34,82,84.3,4,3.54,0.39,0,158051
MONTGOMERY,NORRISTOWN,19403,511 DEER RUN,PA,1325,40.154548,-75.327823,1.020301801,0.471243155,1.523273561,1.068198188,0.985081929,0.825257545,0.49362222,0.498101863,0.528157689,8.405017308,1.911765725,2015.75,2,2,1,1168,Condo,0,1988,0,1,0,778.6666667,78924.78,31,77.08,85.8,4,3.59,1.35,0.966445074,157239
MONTGOMERY,ROYERSFORD,19468,"2503,Hunsberger Dr,",PA,1375,40.234133,-75.534267,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,2,1,975,Condo,1,1960,0,1,1,1640.6848,77500.58,27,75,80.5,4,3.56,1.12,1.5,158051
MONTGOMERY,AMBLER,19002,1410 East Butler Pike,PA,1413,40.167105,-75.202649,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,2,1,828,NA,0,1960,0,1,1,2288.377305,98680.26,41,85.63,90.2,4,3.54,0.66,0.9,158051
MONTGOMERY,LANSDALE,19446,20 N RICHARDSON AVE,PA,1500,40.245194,-75.288355,1.836796645,0.059530382,0.127389294,0.357476587,3.340235637,0.981894764,0.350864508,0.475822125,0.234143489,14.28715064,0.261656959,2016.25,3,2,1,1374,SFR,0,1888,0,0,0,8050,78756.59,33,75.33,87.5,4,3.51,1.24,1.9,105409
MONTGOMERY,ABINGTON,19001,1111 Wilshire Boulevard,PA,1970,34.052788,-118.263749,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,614,NA,0,1960,0,1,0,2157.612888,69497.38,27,71.6,82.5,4,3.57,1.1,1.7,158051
MONTGOMERY,ROYERSFORD,19468,101 HORSESHOE DR 101,PA,1250,40.193745,-75.539933,0.768268733,0.541359661,0.384278256,2.491119726,7.792434096,2.132873144,0.118101781,0.491919442,0.291850533,11.71801942,4.229460367,2015.25,2,2,1,1019,Condo,0,1997,0,0,0,679.3333333,77500.58,27,75,80.5,4,3.56,1.12,1.5,156750
MONTGOMERY,NARBERTH,19072,212 Grayling Ave #2,PA,1425,40.00731,-75.26001,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,950,Condo,0,1960,0,0,0,4903.665654,107325,55,90.07,77.3,4,3.35,1.38,0.7,158051
MONTGOMERY,HUNTINGDON VALLEY,19006,"2735,Buck Rd,",PA,920,40.1284,-75.0607,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,600,SFR,0,1960,0,1,0,7796.82839,94083.18,36,82.84,70.2,4,3.48,0.57,2,158051
MONTGOMERY,POTTSTOWN,19464,217 S ROLAND ST,PA,1325,40.239282,-75.625199,0.426176994,0.309423132,0.13407566,2.077851729,2.320797475,0.693360971,0.403430469,1.409488486,0.837229839,6.390210311,1.22781746,2015.5,3,2,1,1512,SFR,0,1960,0,0,1,5000,52964.36,14,56,51.4,4,3.38,2.58,13.46580292,138923
MONTGOMERY,BALA CYNWYD,19004,50 Belmont Avenue #417,PA,1250,40.006031,-75.222238,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,1,1,1002,NA,0,1960,0,0,0,4556.322671,112238.58,52,91.41,49.2,4,3.24,0.85,2,158051
MONTGOMERY,ABINGTON,19001,1879 HEMLOCK CIR,PA,2850,40.110431,-75.127875,1.200171715,0.211903307,0.797213304,0.472433522,2.954171888,0.879050148,0.248532813,0.285745176,0.292968803,6.405019451,1.046369604,2015.5,4,3,2,2664,SFR,1,1960,0,1,1,2872.730796,69108.4,27,71.37,82.5,4,3.57,1.15,1.7,444578
MONTGOMERY,NORRISTOWN,19403,2459 FIELDCREST AVE,PA,1425,40.152353,-75.377783,2.302025881,0.467797511,1.77295305,2.097296121,2.15896158,0.65420017,0.148769592,0.693357725,0.449124259,9.409169835,3.140863541,2015.25,2,1,1,1345,Condo,0,1960,0,0,0,2107,78924.78,31,77.08,85.8,4,3.59,1.35,0.966445074,186476
MONTGOMERY,CONSHOHOCKEN,19428,340 E 9TH AVE,PA,1495,40.077694,-75.294167,0.443175534,0.539037788,0.511943562,1.179966842,4.747342402,4.315859454,0.330044825,0.559614406,0.372866821,2.80783659,0.771893805,2015.5,3,1,1,1951,SFR,0,1960,0,1,1,8400,79439.08,38,78.7,70.9,4,3.57,3.52,1.3,299010
MONTGOMERY,POTTSTOWN,19464,66 CHESTNUT ST,PA,1650,40.247723,-75.652528,0.459205381,0.058821475,0.264328584,1.009440931,0.779497556,2.068325183,0.121047965,0.15202996,0.4377586,4.846972325,0.337527247,2015.75,4,2,1,1345,Duplex,0,1960,0,0,0,4200,30974.93,5,55.49,28.2,3.99,3.41,12.07,13.46580292,140631
MONTGOMERY,ABINGTON,19001,1931 GUERNSEY AVE,PA,1700,40.11693,-75.12209,1.202109252,0.059147259,1.337516248,0.787772895,2.945347085,0.33626404,0.072596055,0.1225009,0.556475353,6.634818709,1.514171339,2015.5,3,1,1,1400,SFR,0,1992,0,0,1,3672,69108.4,27,71.37,82.5,4,3.57,1.15,1.7,206701
MONTGOMERY,NORTH WALES,19454,101 HANCOCK CT,PA,1180,40.245631,-75.236173,3.148113367,0.401481138,1.803269614,0.418413763,3.425813108,1.899032161,0.509925016,0.134033354,0.294653131,14.49744831,2.59940424,2015.75,3,1,1,1320,Condo,0,1977,0,1,0,1227,88813.71,36,79.34,88.8,4,3.49,0.66,1.5,191815
MONTGOMERY,NARBERTH,19072,107 HAMPDEN AVE,PA,3390,40.007034,-75.25848,1.51163135,0.954616621,1.25759665,0.835331973,6.990510523,1.282923187,0.0462105,0.100234947,0.151677357,1.474364412,1.315151262,2015.25,4,2,1,4672,Duplex,0,1964,0,0,0,4992,110111.35,55,90.12,77.3,3.99,3.35,1.61,0.7,484593
MONTGOMERY,ABINGTON,19001,1111 Wilshire Boulevard,PA,2770,34.052788,-118.263749,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,1,1,971,NA,0,1960,0,1,0,9290.403221,69497.38,27,71.6,82.5,4,3.57,1.1,1.7,158051
MONTGOMERY,GLENSIDE,19038,21 E Glenside Avenue,PA,1000,40.100513,-75.152575,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,900,NA,0,1960,0,0,0,3338.579033,84223.39,34,79.39,55.8,4,3.5,0.76,2,158051
MONTGOMERY,NORTH WALES,19454,2804 MARYANNES CT,PA,1595,40.230481,-75.255944,1.713372582,0.323973108,1.428005372,0.509904082,4.146544305,1.645678384,0.358028744,0.95481444,0.452993681,13.32509599,1.746144094,2015.5,3,2,1,1300,NA,0,1960,0,1,0,866.6666667,88813.71,36,79.34,88.8,4,3.49,0.66,1.5,204077
MONTGOMERY,BLUE BELL,19422,134 PLYMOUTH RD,PA,1925,40.111053,-75.274966,1.437376757,0.151556147,0.275321207,0.483086788,3.118895884,2.968104644,0.342219282,0.603579363,0.3784672,5.019551445,2.552848719,2015.5,2,2,1,1185,NA,1,1960,0,0,1,2872.730796,114989.77,42,86.13,87.9,4,3.49,1.05,2,158051
MONTGOMERY,LANSDALE,19446,1141 SNYDER RD,PA,1595,40.238282,-75.311834,1.621854464,0.260375858,1.443926942,1.132088735,4.352330062,2.307918948,0.429194383,1.131528196,0.187908939,13.90437882,0.489720005,2015.25,3,2,1,1500,Condo,0,1960,1,0,0,2872.730796,78756.59,33,75.33,87.5,4,3.51,1.24,1.9,158051
MONTGOMERY,LANSDALE,19446,1850 S VALLEY FORGE RD,PA,2300,40.221755,-75.324357,1.597111125,0.079750241,2.428636897,2.394395502,5.354246502,3.451414405,0.984207215,1.068619768,1.335385291,12.87515543,1.749235679,2015.25,4,2,1,1568,SFR,1,1947,0,0,0,2872.730796,78756.59,33,75.33,87.5,4,3.51,1.24,1.9,284333
MONTGOMERY,NORRISTOWN,19401,11 HARTRANFT AVE,PA,1150,40.120589,-75.363863,0.151762727,0.203278068,0.423964005,1.802873824,2.109505394,2.365368987,0.179121853,0.49267249,0.208969278,7.195543536,1.098052108,2015.75,2,1,1,832,SFR,0,1960,0,0,0,1100,47024.67,15,56.2,86,4,3.61,6.05,14.03355493,116346
MONTGOMERY,ABINGTON,19001,1111 Wilshire Boulevard,PA,1825,34.052788,-118.263749,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,581,NA,0,1960,0,1,0,3802.384076,69497.38,27,71.6,82.5,4,3.57,1.1,1.7,158051
MONTGOMERY,NORRISTOWN,19403,1985 CLEARVIEW AVE,PA,1350,40.138343,-75.371132,1.288719965,0.562666459,0.98728244,1.845705946,1.826590141,1.383543894,0.401718475,0.59017411,1.167237838,8.410672755,2.156475656,2016.25,3,1,1,1100,SFR,0,1953,0,0,1,5700,78924.78,31,77.08,85.8,4,3.59,1.35,0.966445074,161488
MONTGOMERY,FREDERICK,19435,2584 Big Rd #3,PA,700,40.307262,-75.534744,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,1,1,1,4992,NA,0,1960,0,0,0,2553.992528,77776.77,19,60.87,79.9,4,3.38,0,4.3,158051
MONTGOMERY,LANSDALE,19446,326 SILO MILL LN,PA,2600,40.195562,-75.334642,2.674705729,0.118256119,3.246353396,3.754398826,3.677168297,3.125294029,1.192821909,0.330511346,2.149864927,11.22754046,3.634622706,2016.25,4,4,2,3721,Condo,1,1999,0,1,0,3276,78756.59,33,75.33,87.5,4,3.51,1.24,1.9,411342
MONTGOMERY,FORT WASHINGTON,19034,526 SUMMIT AVE,PA,2150,40.146284,-75.201152,1.062403631,0.210659143,0.944190756,1.778826189,3.266116817,4.69205927,0.453739182,0.460458325,0.536476263,8.535737625,4.036743323,2015.5,3,1,1,1900,SFR,1,1960,0,1,1,2872.730796,104735.84,46,86.67,86.7,4,3.48,1.08,2,374923
MONTGOMERY,ROYERSFORD,19468,1708 FOXMEADOW CIR 171708,PA,1325,40.200162,-75.5359,0.772229821,0.124338673,0.861728711,2.112140607,7.749437529,1.852849429,0.478378112,0.220628916,0.478378112,11.73580616,4.611867685,2015.25,2,2,1,1186,NA,0,1960,0,0,0,790.6666667,77500.58,27,75,80.5,4,3.56,1.12,1.5,159769
MONTGOMERY,POTTSTOWN,19464,17 S PLEASANTVIEW RD,PA,950,40.244511,-75.597117,1.233273071,0.025452747,0.940525031,2.284264167,3.62230773,0.870482224,0.244270406,0.260888269,0.244270406,7.751727621,2.645129801,2015.25,3,1,1,1326,SFR,0,1901,0,0,0,4000,57787.11,16,62.67,77.5,4,3.53,2.1,13.46580292,120776
MONTGOMERY,NORRISTOWN,19401,1725 Markley St #1725,PA,2067,40.132381,-75.334181,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,4,2,1,3670,NA,0,1960,0,0,0,1552.827457,47024.67,15,56.2,86,4,3.61,6.05,14.03355493,158051
MONTGOMERY,POTTSTOWN,19464,"812,Spruce St,Pottstown",PA,1050,40.258542,-75.637438,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,1,1,1000,Condo,0,1960,0,0,1,2946.285781,57787.11,16,62.67,77.5,4,3.53,2.1,13.46580292,158051
MONTGOMERY,NORRISTOWN,19403,1410 SENTRY LN,PA,1250,40.148229,-75.373483,1.981811984,0.61452109,1.414506329,2.06694679,2.101845509,0.747797034,0.503331217,0.945040135,0.696551581,9.046389901,2.778067765,2015.75,2,2,1,1280,SFR,0,1960,0,0,1,1970,78924.78,31,77.08,85.8,4,3.59,1.35,0.966445074,175547
MONTGOMERY,NORRISTOWN,19401,1000 Sandy Hill Rd,PA,1225,40.11252,-75.324679,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,1,1,913,NA,0,1960,0,1,1,901.048564,47024.67,15,56.2,86,4,3.61,6.05,14.03355493,158051
MONTGOMERY,HARLEYSVILLE,19438,Shelly Rd,PA,2566,40.26944,-75.39602,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,2,1,1400,Condo,0,1960,0,0,0,7537.34275,90108.32,31,75.86,88.7,4,3.52,0.63,2,158051
MONTGOMERY,NORRISTOWN,19401,2615 DEKALB PIKE,PA,1855,40.139445,-75.318191,0.452215905,0.139546457,1.241149054,0.387783328,0.41027397,0.154520969,0.098630671,0.772322359,0.150292091,7.258920344,0.797270777,2015.5,3,2,1,1321,NA,0,1960,1,0,1,2872.730796,47024.67,15,56.2,86,4,3.61,6.05,14.03355493,158051
MONTGOMERY,LANSDALE,19446,48 E MAIN ST,PA,1650,40.240471,-75.282478,1.609245002,0.012384345,0.11306196,0.798402647,3.552285165,0.939503769,0.013044034,0.272725891,0.679308991,13.954722,0.190852743,2016.25,2,2,1,1600,Duplex,1,1900,0,0,0,2880,78756.59,33,75.33,87.5,4,3.51,1.24,1.9,195802
MONTGOMERY,NORRISTOWN,19401,337 E MARSHALL ST,PA,900,40.115165,-75.336037,0.445518342,0.240856943,0.312784637,2.078220972,2.334630564,2.061283829,0.273020193,0.742595461,0.62226661,6.06631825,0.453874045,2016.25,3,1,1,850,Condo,1,1950,0,0,0,7840,47024.67,15,56.2,86,4,3.61,6.05,14.03355493,76886
MONTGOMERY,HUNTINGDON VALLEY,19006,NA,PA,1025,37.639097,-120.996878,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,1,1,1064,NA,0,1960,0,0,0,1941.034322,94083.18,36,82.84,70.2,4,3.48,0.57,2,158051
MONTGOMERY,AMBLER,19002,1641 Argyle Avenue,PA,2549,34.100556,-118.325201,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,705,NA,0,1960,0,0,0,7402.491944,98680.26,41,85.63,90.2,4,3.54,0.66,0.9,158051
MONTGOMERY,POTTSTOWN,19464,352 W WALNUT ST,PA,1200,40.251562,-75.665909,0.835978526,0.173495533,0.201721625,1.093780363,0.195306777,2.806839092,0.283123217,0.396625539,0.33863832,4.099091645,1.083299847,2015.5,4,1,1,1453,SFR,0,1960,0,0,1,5000,29455.52,5,56.71,51.4,4,3.32,4,13.46580292,96046
MONTGOMERY,LANSDALE,19446,895 STURBRIDGE LN,PA,1600,40.227854,-75.294358,0.611759736,0.65110609,1.007953949,1.37192315,4.57287247,2.01261515,0.119901449,0.243025389,1.018845994,13.10409545,1.100924538,2015.5,2,3,1,1333,SFR,0,1960,0,1,0,3100,78756.59,33,75.33,87.5,4,3.51,1.24,1.9,222236
MONTGOMERY,PERKIOMENVILLE,18074,943 EICHELE RD,PA,2100,40.345727,-75.523982,2.401871523,0.853895735,2.253550903,8.235106321,4.603546291,8.46714746,3.359623747,3.191479177,3.554680842,12.76901021,5.241748515,2015.75,3,2,1,1664,Condo,1,1960,0,1,0,2872.730796,82377.64,20,64.24,87,4,3.59,0.6,2,286895
MONTGOMERY,LANSDALE,19446,200 South Line St,PA,1365,40.237448,-75.281085,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,1080,NA,0,1960,0,0,0,1493.574831,78756.59,33,75.33,87.5,4,3.51,1.24,1.9,158051
MONTGOMERY,LANSDALE,19446,2 Willow Ln,PA,1903,40.257164,-75.263306,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,2,1,1650,Condo,0,1960,0,0,1,2059.539575,78756.59,33,75.33,87.5,4,3.51,1.24,1.9,158051
MONTGOMERY,ROYERSFORD,19468,170 Providence Forge Rd Montgomery County,PA,1600,40.17979,-75.52073,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2016.25,3,2,1,1820,Condo,0,1977,0,0,1,6589.300723,77500.58,27,75,80.5,4,3.56,1.12,1.5,158051
MONTGOMERY,HARLEYSVILLE,19438,434 PARK AVE,PA,3300,40.279602,-75.382308,0.94807349,0.196275375,4.475662193,5.137781841,0.736436894,6.166440026,0.109629059,0.109629059,0.204641033,17.51051027,3.789637566,2015.5,8,4,2,3600,Duplex,1,1980,0,1,0,2872.730796,90108.32,31,75.86,88.7,4,3.52,0.63,2,399427
MONTGOMERY,ROYERSFORD,19468,710 FOXMEADOW DR 7710,PA,1200,40.198731,-75.53346,0.611492589,0.057924476,0.817598551,2.031278486,7.909969697,2.008823071,0.376667978,0.380839135,0.376667978,11.89259069,4.490994157,2015.75,2,2,1,1092,SFR,0,1989,0,1,1,790.6666667,77500.58,27,75,80.5,4,3.56,1.12,1.5,156553
MONTGOMERY,NORRISTOWN,19401,230 HAZELTON AVE,PA,1950,40.129186,-75.317511,0.259180978,0.341176445,1.298567997,0.818791686,1.07986141,0.796407546,0.529799142,0.696317202,0.589943978,6.569994058,0.092478056,2015.5,4,3,1,2052,SFR,1,1960,0,0,0,12000,47024.67,15,56.2,86,4,3.61,6.05,14.03355493,246303
MONTGOMERY,NORRISTOWN,19401,1623 WILLOW ST,PA,1250,40.126705,-75.330785,0.790709464,0.072250843,0.779888112,1.4099756,1.510722807,1.248933388,0.071725623,0.121799146,0.577718019,6.65696476,0.680050673,2015.5,3,1,1,1200,SFR,0,1960,0,0,0,2236,47024.67,15,56.2,86,4,3.61,6.05,14.03355493,112318
MONTGOMERY,WILLOW GROVE,19090,2208 HAMILTON AVE,PA,2100,40.130577,-75.120034,1.27355736,0.180692821,1.885137215,0.72620407,2.136396073,0.684641738,0.218187577,0.519724201,0.435655519,7.430986105,2.462018269,2015.5,2,2,1,1345,Duplex,0,2006,0,0,0,4600,68365.42,24,67.01,83,4,3.62,1.62,1.7,182327
